,product,uf,volume,year_month,unit,created_at
860,ÓLEO DIESEL S-500 (m3),MATO GROSSO DO SUL,63485.881,2019-01-01,m3,2021-11-19 10:40:49
861,ÓLEO DIESEL S-500 (m3),MATO GROSSO,167523.23,2019-01-01,m3,2021-11-19 10:40:49
862,ÓLEO DIESEL S-500 (m3),GOIÁS,137736.631,2019-01-01,m3,2021-11-19 10:40:49
863,ÓLEO DIESEL S-500 (m3),DISTRITO FEDERAL,13046.0,2019-01-01,m3,2021-11-19 10:40:49
864,ÓLEO DIESEL S-1800 (m3),RONDÔNIA,0.0,2019-01-01,m3,2021-11-19 10:40:49
865,ÓLEO DIESEL S-1800 (m3),ACRE,0.0,2019-01-01,m3,2021-11-19 10:40:49
866,ÓLEO DIESEL S-1800 (m3),AMAZONAS,0.0,2019-01-01,m3,2021-11-19 10:40:49
867,ÓLEO DIESEL S-1800 (m3),RORAIMA,0.0,2019-01-01,m3,2021-11-19 10:40:49
868,ÓLEO DIESEL S-1800 (m3),PARÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
869,ÓLEO DIESEL S-1800 (m3),AMAPÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
870,ÓLEO DIESEL S-1800 (m3),TOCANTINS,0.0,2019-01-01,m3,2021-11-19 10:40:49
871,ÓLEO DIESEL S-1800 (m3),MARANHÃO,0.0,2019-01-01,m3,2021-11-19 10:40:49
872,ÓLEO DIESEL S-1800 (m3),PIAUÍ,0.0,2019-01-01,m3,2021-11-19 10:40:49
873,ÓLEO DIESEL S-1800 (m3),CEARÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
874,ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO NORTE,0.0,2019-01-01,m3,2021-11-19 10:40:49
875,ÓLEO DIESEL S-1800 (m3),PARAÍBA,0.0,2019-01-01,m3,2021-11-19 10:40:49
876,ÓLEO DIESEL S-1800 (m3),PERNAMBUCO,25.0,2019-01-01,m3,2021-11-19 10:40:49
877,ÓLEO DIESEL S-1800 (m3),ALAGOAS,0.0,2019-01-01,m3,2021-11-19 10:40:49
878,ÓLEO DIESEL S-1800 (m3),SERGIPE,0.0,2019-01-01,m3,2021-11-19 10:40:49
879,ÓLEO DIESEL S-1800 (m3),BAHIA,0.0,2019-01-01,m3,2021-11-19 10:40:49
880,ÓLEO DIESEL S-1800 (m3),MINAS GERAIS,0.0,2019-01-01,m3,2021-11-19 10:40:49
881,ÓLEO DIESEL S-1800 (m3),ESPÍRITO SANTO,0.0,2019-01-01,m3,2021-11-19 10:40:49
882,ÓLEO DIESEL S-1800 (m3),RIO DE JANEIRO,0.0,2019-01-01,m3,2021-11-19 10:40:49
883,ÓLEO DIESEL S-1800 (m3),SÃO PAULO,0.0,2019-01-01,m3,2021-11-19 10:40:49
884,ÓLEO DIESEL S-1800 (m3),PARANÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
885,ÓLEO DIESEL S-1800 (m3),SANTA CATARINA,0.0,2019-01-01,m3,2021-11-19 10:40:49
886,ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO SUL,0.0,2019-01-01,m3,2021-11-19 10:40:49
887,ÓLEO DIESEL S-1800 (m3),MATO GROSSO DO SUL,0.0,2019-01-01,m3,2021-11-19 10:40:49
888,ÓLEO DIESEL S-1800 (m3),MATO GROSSO,175.0,2019-01-01,m3,2021-11-19 10:40:49
889,ÓLEO DIESEL S-1800 (m3),GOIÁS,0.0,2019-01-01,m3,2021-11-19 10:40:49
890,ÓLEO DIESEL S-1800 (m3),DISTRITO FEDERAL,0.0,2019-01-01,m3,2021-11-19 10:40:49
891,ÓLEO DIESEL MARÍTIMO (m3),RONDÔNIA,1422.5,2019-01-01,m3,2021-11-19 10:40:49
892,ÓLEO DIESEL MARÍTIMO (m3),ACRE,66.0,2019-01-01,m3,2021-11-19 10:40:49
893,ÓLEO DIESEL MARÍTIMO (m3),AMAZONAS,11907.913,2019-01-01,m3,2021-11-19 10:40:49
894,ÓLEO DIESEL MARÍTIMO (m3),RORAIMA,0.0,2019-01-01,m3,2021-11-19 10:40:49
895,ÓLEO DIESEL MARÍTIMO (m3),PARÁ,10660.433,2019-01-01,m3,2021-11-19 10:40:49
896,ÓLEO DIESEL MARÍTIMO (m3),AMAPÁ,130.0,2019-01-01,m3,2021-11-19 10:40:49
897,ÓLEO DIESEL MARÍTIMO (m3),TOCANTINS,0.0,2019-01-01,m3,2021-11-19 10:40:49
898,ÓLEO DIESEL MARÍTIMO (m3),MARANHÃO,900.0,2019-01-01,m3,2021-11-19 10:40:49
899,ÓLEO DIESEL MARÍTIMO (m3),PIAUÍ,75.0,2019-01-01,m3,2021-11-19 10:40:49
900,ÓLEO DIESEL MARÍTIMO (m3),CEARÁ,1115.0,2019-01-01,m3,2021-11-19 10:40:49
901,ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO NORTE,635.0,2019-01-01,m3,2021-11-19 10:40:49
902,ÓLEO DIESEL MARÍTIMO (m3),PARAÍBA,25.0,2019-01-01,m3,2021-11-19 10:40:49
903,ÓLEO DIESEL MARÍTIMO (m3),PERNAMBUCO,237.0,2019-01-01,m3,2021-11-19 10:40:49
904,ÓLEO DIESEL MARÍTIMO (m3),ALAGOAS,240.0,2019-01-01,m3,2021-11-19 10:40:49
905,ÓLEO DIESEL MARÍTIMO (m3),SERGIPE,150.0,2019-01-01,m3,2021-11-19 10:40:49
906,ÓLEO DIESEL MARÍTIMO (m3),BAHIA,770.0,2019-01-01,m3,2021-11-19 10:40:49
907,ÓLEO DIESEL MARÍTIMO (m3),MINAS GERAIS,0.0,2019-01-01,m3,2021-11-19 10:40:49
908,ÓLEO DIESEL MARÍTIMO (m3),ESPÍRITO SANTO,3070.0,2019-01-01,m3,2021-11-19 10:40:49
909,ÓLEO DIESEL MARÍTIMO (m3),RIO DE JANEIRO,14964.417,2019-01-01,m3,2021-11-19 10:40:49
910,ÓLEO DIESEL MARÍTIMO (m3),SÃO PAULO,35930.125,2019-01-01,m3,2021-11-19 10:40:49
911,ÓLEO DIESEL MARÍTIMO (m3),PARANÁ,1304.869,2019-01-01,m3,2021-11-19 10:40:49
912,ÓLEO DIESEL MARÍTIMO (m3),SANTA CATARINA,3886.635,2019-01-01,m3,2021-11-19 10:40:49
913,ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO SUL,2407.0,2019-01-01,m3,2021-11-19 10:40:49
914,ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO DO SUL,355.0,2019-01-01,m3,2021-11-19 10:40:49
915,ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO,0.0,2019-01-01,m3,2021-11-19 10:40:49
916,ÓLEO DIESEL MARÍTIMO (m3),GOIÁS,0.0,2019-01-01,m3,2021-11-19 10:40:49
917,ÓLEO DIESEL MARÍTIMO (m3),DISTRITO FEDERAL,0.0,2019-01-01,m3,2021-11-19 10:40:49
918,ÓLEO DIESEL (OUTROS ) (m3),RONDÔNIA,0.0,2019-01-01,m3,2021-11-19 10:40:49
919,ÓLEO DIESEL (OUTROS ) (m3),ACRE,0.0,2019-01-01,m3,2021-11-19 10:40:49
920,ÓLEO DIESEL (OUTROS ) (m3),AMAZONAS,0.0,2019-01-01,m3,2021-11-19 10:40:49
921,ÓLEO DIESEL (OUTROS ) (m3),RORAIMA,0.0,2019-01-01,m3,2021-11-19 10:40:49
922,ÓLEO DIESEL (OUTROS ) (m3),PARÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
923,ÓLEO DIESEL (OUTROS ) (m3),AMAPÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
924,ÓLEO DIESEL (OUTROS ) (m3),TOCANTINS,0.0,2019-01-01,m3,2021-11-19 10:40:49
925,ÓLEO DIESEL (OUTROS ) (m3),MARANHÃO,0.0,2019-01-01,m3,2021-11-19 10:40:49
926,ÓLEO DIESEL (OUTROS ) (m3),PIAUÍ,0.0,2019-01-01,m3,2021-11-19 10:40:49
927,ÓLEO DIESEL (OUTROS ) (m3),CEARÁ,0.0,2019-01-01,m3,2021-11-19 10:40:49
928,ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO NORTE,0.0,2019-01-01,m3,2021-11-19 10:40:49
929,ÓLEO DIESEL (OUTROS ) (m3),PARAÍBA,0.0,2019-01-01,m3,2021-11-19 10:40:49
930,ÓLEO DIESEL (OUTROS ) (m3),PERNAMBUCO,0.0,2019-01-01,m3,2021-11-19 10:40:49
931,ÓLEO DIESEL (OUTROS ) (m3),ALAGOAS,0.0,2019-01-01,m3,2021-11-19 10:40:49
932,ÓLEO DIESEL (OUTROS ) (m3),SERGIPE,0.0,2019-01-01,m3,2021-11-19 10:40:49
933,ÓLEO DIESEL (OUTROS ) (m3),BAHIA,0.0,2019-01-01,m3,2021-11-19 10:40:49
934,ÓLEO DIESEL (OUTROS ) (m3),MINAS GERAIS,0.0,2019-01-01,m3,2021-11-19 10:40:49
935,ÓLEO DIESEL (OUTROS ) (m3),ESPÍRITO SANTO,55.0,2019-01-01,m3,2021-11-19 10:40:49
936,ÓLEO DIESEL (OUTROS ) (m3),RIO DE JANEIRO,10480.5,2019-01-01,m3,2021-11-19 10:40:49
937,ÓLEO DIESEL (OUTROS ) (m3),SÃO PAULO,1513.0,2019-01-01,m3,2021-11-19 10:40:49
938,ÓLEO DIESEL (OUTROS ) (m3),PARANÁ,5.0,2019-01-01,m3,2021-11-19 10:40:49
939,ÓLEO DIESEL (OUTROS ) (m3),SANTA CATARINA,30.0,2019-01-01,m3,2021-11-19 10:40:49
940,ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO SUL,0.0,2019-01-01,m3,2021-11-19 10:40:49
941,ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO DO SUL,0.0,2019-01-01,m3,2021-11-19 10:40:49
942,ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO,282.0,2019-01-01,m3,2021-11-19 10:40:49
943,ÓLEO DIESEL (OUTROS ) (m3),GOIÁS,0.0,2019-01-01,m3,2021-11-19 10:40:49
944,ÓLEO DIESEL (OUTROS ) (m3),DISTRITO FEDERAL,0.0,2019-01-01,m3,2021-11-19 10:40:49
945,ÓLEO DIESEL S-10 (m3),RONDÔNIA,34903.322,2020-01-01,m3,2021-11-19 10:40:49
946,ÓLEO DIESEL S-10 (m3),ACRE,3090.4,2020-01-01,m3,2021-11-19 10:40:49
947,ÓLEO DIESEL S-10 (m3),AMAZONAS,12826.48,2020-01-01,m3,2021-11-19 10:40:49
948,ÓLEO DIESEL S-10 (m3),RORAIMA,4264.6,2020-01-01,m3,2021-11-19 10:40:49
949,ÓLEO DIESEL S-10 (m3),PARÁ,1013315.984,2020-01-01,m3,2021-11-19 10:40:49
950,ÓLEO DIESEL S-10 (m3),AMAPÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
951,ÓLEO DIESEL S-10 (m3),TOCANTINS,0.0,2020-01-01,m3,2021-11-19 10:40:49
952,ÓLEO DIESEL S-10 (m3),MARANHÃO,0.0,2020-01-01,m3,2021-11-19 10:40:49
953,ÓLEO DIESEL S-10 (m3),PIAUÍ,33835.22,2020-01-01,m3,2021-11-19 10:40:49
954,ÓLEO DIESEL S-10 (m3),CEARÁ,79601.0,2020-01-01,m3,2021-11-19 10:40:49
955,ÓLEO DIESEL S-10 (m3),RIO GRANDE DO NORTE,17467.0,2020-01-01,m3,2021-11-19 10:40:49
956,ÓLEO DIESEL S-10 (m3),PARAÍBA,19011.18,2020-01-01,m3,2021-11-19 10:40:49
957,ÓLEO DIESEL S-10 (m3),PERNAMBUCO,86307.637,2020-01-01,m3,2021-11-19 10:40:49
958,ÓLEO DIESEL S-10 (m3),ALAGOAS,12256.035,2020-01-01,m3,2021-11-19 10:40:49
959,ÓLEO DIESEL S-10 (m3),SERGIPE,16888.0,2020-01-01,m3,2021-11-19 10:40:49
960,ÓLEO DIESEL S-10 (m3),BAHIA,138208.595,2020-01-01,m3,2021-11-19 10:40:49
961,ÓLEO DIESEL S-10 (m3),MINAS GERAIS,239630.031,2020-01-01,m3,2021-11-19 10:40:49
962,ÓLEO DIESEL S-10 (m3),ESPÍRITO SANTO,420298.946,2020-01-01,m3,2021-11-19 10:40:49
963,ÓLEO DIESEL S-10 (m3),RIO DE JANEIRO,0.0,2020-01-01,m3,2021-11-19 10:40:49
964,ÓLEO DIESEL S-10 (m3),SÃO PAULO,0.0,2020-01-01,m3,2021-11-19 10:40:49
965,ÓLEO DIESEL S-10 (m3),PARANÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
966,ÓLEO DIESEL S-10 (m3),SANTA CATARINA,128959.148,2020-01-01,m3,2021-11-19 10:40:49
967,ÓLEO DIESEL S-10 (m3),RIO GRANDE DO SUL,140523.039,2020-01-01,m3,2021-11-19 10:40:49
968,ÓLEO DIESEL S-10 (m3),MATO GROSSO DO SUL,66547.051,2020-01-01,m3,2021-11-19 10:40:49
969,ÓLEO DIESEL S-10 (m3),MATO GROSSO,142307.842,2020-01-01,m3,2021-11-19 10:40:49
970,ÓLEO DIESEL S-10 (m3),GOIÁS,107576.242,2020-01-01,m3,2021-11-19 10:40:49
971,ÓLEO DIESEL S-10 (m3),DISTRITO FEDERAL,14669.575,2020-01-01,m3,2021-11-19 10:40:49
972,ÓLEO DIESEL S-500 (m3),RONDÔNIA,36205.18,2020-01-01,m3,2021-11-19 10:40:49
973,ÓLEO DIESEL S-500 (m3),ACRE,8343.8,2020-01-01,m3,2021-11-19 10:40:49
974,ÓLEO DIESEL S-500 (m3),AMAZONAS,42689.787,2020-01-01,m3,2021-11-19 10:40:49
975,ÓLEO DIESEL S-500 (m3),RORAIMA,285683.14,2020-01-01,m3,2021-11-19 10:40:49
976,ÓLEO DIESEL S-500 (m3),PARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
977,ÓLEO DIESEL S-500 (m3),AMAPÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
978,ÓLEO DIESEL S-500 (m3),TOCANTINS,0.0,2020-01-01,m3,2021-11-19 10:40:49
979,ÓLEO DIESEL S-500 (m3),MARANHÃO,67288.332,2020-01-01,m3,2021-11-19 10:40:49
980,ÓLEO DIESEL S-500 (m3),PIAUÍ,16541.22,2020-01-01,m3,2021-11-19 10:40:49
981,ÓLEO DIESEL S-500 (m3),CEARÁ,9085.9,2020-01-01,m3,2021-11-19 10:40:49
982,ÓLEO DIESEL S-500 (m3),RIO GRANDE DO NORTE,18245.1,2020-01-01,m3,2021-11-19 10:40:49
983,ÓLEO DIESEL S-500 (m3),PARAÍBA,9356.82,2020-01-01,m3,2021-11-19 10:40:49
984,ÓLEO DIESEL S-500 (m3),PERNAMBUCO,2140.5,2020-01-01,m3,2021-11-19 10:40:49
985,ÓLEO DIESEL S-500 (m3),ALAGOAS,9809.0,2020-01-01,m3,2021-11-19 10:40:49
986,ÓLEO DIESEL S-500 (m3),SERGIPE,6958.5,2020-01-01,m3,2021-11-19 10:40:49
987,ÓLEO DIESEL S-500 (m3),BAHIA,103435.3,2020-01-01,m3,2021-11-19 10:40:49
988,ÓLEO DIESEL S-500 (m3),MINAS GERAIS,2657853.038,2020-01-01,m3,2021-11-19 10:40:49
989,ÓLEO DIESEL S-500 (m3),ESPÍRITO SANTO,0.0,2020-01-01,m3,2021-11-19 10:40:49
990,ÓLEO DIESEL S-500 (m3),RIO DE JANEIRO,0.0,2020-01-01,m3,2021-11-19 10:40:49
991,ÓLEO DIESEL S-500 (m3),SÃO PAULO,0.0,2020-01-01,m3,2021-11-19 10:40:49
992,ÓLEO DIESEL S-500 (m3),PARANÁ,286596.325,2020-01-01,m3,2021-11-19 10:40:49
993,ÓLEO DIESEL S-500 (m3),SANTA CATARINA,93699.649,2020-01-01,m3,2021-11-19 10:40:49
994,ÓLEO DIESEL S-500 (m3),RIO GRANDE DO SUL,140683.927,2020-01-01,m3,2021-11-19 10:40:49
995,ÓLEO DIESEL S-500 (m3),MATO GROSSO DO SUL,64825.624,2020-01-01,m3,2021-11-19 10:40:49
996,ÓLEO DIESEL S-500 (m3),MATO GROSSO,119451.612,2020-01-01,m3,2021-11-19 10:40:49
997,ÓLEO DIESEL S-500 (m3),GOIÁS,104739.17,2020-01-01,m3,2021-11-19 10:40:49
998,ÓLEO DIESEL S-500 (m3),DISTRITO FEDERAL,9978.0,2020-01-01,m3,2021-11-19 10:40:49
999,ÓLEO DIESEL S-1800 (m3),RONDÔNIA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1000,ÓLEO DIESEL S-1800 (m3),ACRE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1001,ÓLEO DIESEL S-1800 (m3),AMAZONAS,37375.42,2020-01-01,m3,2021-11-19 10:40:49
1002,ÓLEO DIESEL S-1800 (m3),RORAIMA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1003,ÓLEO DIESEL S-1800 (m3),PARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1004,ÓLEO DIESEL S-1800 (m3),AMAPÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1005,ÓLEO DIESEL S-1800 (m3),TOCANTINS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1006,ÓLEO DIESEL S-1800 (m3),MARANHÃO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1007,ÓLEO DIESEL S-1800 (m3),PIAUÍ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1008,ÓLEO DIESEL S-1800 (m3),CEARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1009,ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO NORTE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1010,ÓLEO DIESEL S-1800 (m3),PARAÍBA,43.0,2020-01-01,m3,2021-11-19 10:40:49
1011,ÓLEO DIESEL S-1800 (m3),PERNAMBUCO,258.0,2020-01-01,m3,2021-11-19 10:40:49
1012,ÓLEO DIESEL S-1800 (m3),ALAGOAS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1013,ÓLEO DIESEL S-1800 (m3),SERGIPE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1014,ÓLEO DIESEL S-1800 (m3),BAHIA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1015,ÓLEO DIESEL S-1800 (m3),MINAS GERAIS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1016,ÓLEO DIESEL S-1800 (m3),ESPÍRITO SANTO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1017,ÓLEO DIESEL S-1800 (m3),RIO DE JANEIRO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1018,ÓLEO DIESEL S-1800 (m3),SÃO PAULO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1019,ÓLEO DIESEL S-1800 (m3),PARANÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1020,ÓLEO DIESEL S-1800 (m3),SANTA CATARINA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1021,ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO SUL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1022,ÓLEO DIESEL S-1800 (m3),MATO GROSSO DO SUL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1023,ÓLEO DIESEL S-1800 (m3),MATO GROSSO,311.0,2020-01-01,m3,2021-11-19 10:40:49
1024,ÓLEO DIESEL S-1800 (m3),GOIÁS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1025,ÓLEO DIESEL S-1800 (m3),DISTRITO FEDERAL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1026,ÓLEO DIESEL MARÍTIMO (m3),RONDÔNIA,1332.7,2020-01-01,m3,2021-11-19 10:40:49
1027,ÓLEO DIESEL MARÍTIMO (m3),ACRE,937.0,2020-01-01,m3,2021-11-19 10:40:49
1028,ÓLEO DIESEL MARÍTIMO (m3),AMAZONAS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1029,ÓLEO DIESEL MARÍTIMO (m3),RORAIMA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1030,ÓLEO DIESEL MARÍTIMO (m3),PARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1031,ÓLEO DIESEL MARÍTIMO (m3),AMAPÁ,212.5,2020-01-01,m3,2021-11-19 10:40:49
1032,ÓLEO DIESEL MARÍTIMO (m3),TOCANTINS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1033,ÓLEO DIESEL MARÍTIMO (m3),MARANHÃO,675.0,2020-01-01,m3,2021-11-19 10:40:49
1034,ÓLEO DIESEL MARÍTIMO (m3),PIAUÍ,165.0,2020-01-01,m3,2021-11-19 10:40:49
1035,ÓLEO DIESEL MARÍTIMO (m3),CEARÁ,1124.0,2020-01-01,m3,2021-11-19 10:40:49
1036,ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO NORTE,480.0,2020-01-01,m3,2021-11-19 10:40:49
1037,ÓLEO DIESEL MARÍTIMO (m3),PARAÍBA,25.0,2020-01-01,m3,2021-11-19 10:40:49
1038,ÓLEO DIESEL MARÍTIMO (m3),PERNAMBUCO,709.6,2020-01-01,m3,2021-11-19 10:40:49
1039,ÓLEO DIESEL MARÍTIMO (m3),ALAGOAS,105.0,2020-01-01,m3,2021-11-19 10:40:49
1040,ÓLEO DIESEL MARÍTIMO (m3),SERGIPE,745.0,2020-01-01,m3,2021-11-19 10:40:49
1041,ÓLEO DIESEL MARÍTIMO (m3),BAHIA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1042,ÓLEO DIESEL MARÍTIMO (m3),MINAS GERAIS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1043,ÓLEO DIESEL MARÍTIMO (m3),ESPÍRITO SANTO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1044,ÓLEO DIESEL MARÍTIMO (m3),RIO DE JANEIRO,19329.804,2020-01-01,m3,2021-11-19 10:40:49
1045,ÓLEO DIESEL MARÍTIMO (m3),SÃO PAULO,2431.1,2020-01-01,m3,2021-11-19 10:40:49
1046,ÓLEO DIESEL MARÍTIMO (m3),PARANÁ,537.96,2020-01-01,m3,2021-11-19 10:40:49
1047,ÓLEO DIESEL MARÍTIMO (m3),SANTA CATARINA,4966.42,2020-01-01,m3,2021-11-19 10:40:49
1048,ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO SUL,1639.0,2020-01-01,m3,2021-11-19 10:40:49
1049,ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO DO SUL,83.0,2020-01-01,m3,2021-11-19 10:40:49
1050,ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1051,ÓLEO DIESEL MARÍTIMO (m3),GOIÁS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1052,ÓLEO DIESEL MARÍTIMO (m3),DISTRITO FEDERAL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1053,ÓLEO DIESEL (OUTROS ) (m3),RONDÔNIA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1054,ÓLEO DIESEL (OUTROS ) (m3),ACRE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1055,ÓLEO DIESEL (OUTROS ) (m3),AMAZONAS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1056,ÓLEO DIESEL (OUTROS ) (m3),RORAIMA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1057,ÓLEO DIESEL (OUTROS ) (m3),PARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1058,ÓLEO DIESEL (OUTROS ) (m3),AMAPÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1059,ÓLEO DIESEL (OUTROS ) (m3),TOCANTINS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1060,ÓLEO DIESEL (OUTROS ) (m3),MARANHÃO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1061,ÓLEO DIESEL (OUTROS ) (m3),PIAUÍ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1062,ÓLEO DIESEL (OUTROS ) (m3),CEARÁ,0.0,2020-01-01,m3,2021-11-19 10:40:49
1063,ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO NORTE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1064,ÓLEO DIESEL (OUTROS ) (m3),PARAÍBA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1065,ÓLEO DIESEL (OUTROS ) (m3),PERNAMBUCO,0.0,2020-01-01,m3,2021-11-19 10:40:49
1066,ÓLEO DIESEL (OUTROS ) (m3),ALAGOAS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1067,ÓLEO DIESEL (OUTROS ) (m3),SERGIPE,0.0,2020-01-01,m3,2021-11-19 10:40:49
1068,ÓLEO DIESEL (OUTROS ) (m3),BAHIA,0.0,2020-01-01,m3,2021-11-19 10:40:49
1069,ÓLEO DIESEL (OUTROS ) (m3),MINAS GERAIS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1070,ÓLEO DIESEL (OUTROS ) (m3),ESPÍRITO SANTO,40.0,2020-01-01,m3,2021-11-19 10:40:49
1071,ÓLEO DIESEL (OUTROS ) (m3),RIO DE JANEIRO,650.0,2020-01-01,m3,2021-11-19 10:40:49
1072,ÓLEO DIESEL (OUTROS ) (m3),SÃO PAULO,896.0,2020-01-01,m3,2021-11-19 10:40:49
1073,ÓLEO DIESEL (OUTROS ) (m3),PARANÁ,10.0,2020-01-01,m3,2021-11-19 10:40:49
1074,ÓLEO DIESEL (OUTROS ) (m3),SANTA CATARINA,30.0,2020-01-01,m3,2021-11-19 10:40:49
1075,ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO SUL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1076,ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO DO SUL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1077,ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO,45.0,2020-01-01,m3,2021-11-19 10:40:49
1078,ÓLEO DIESEL (OUTROS ) (m3),GOIÁS,0.0,2020-01-01,m3,2021-11-19 10:40:49
1079,ÓLEO DIESEL (OUTROS ) (m3),DISTRITO FEDERAL,0.0,2020-01-01,m3,2021-11-19 10:40:49
1080,ÓLEO DIESEL S-10 (m3),RONDÔNIA,3517.6,2013-02-01,m3,2021-11-19 10:40:49
1081,ÓLEO DIESEL S-10 (m3),ACRE,11202.0,2013-02-01,m3,2021-11-19 10:40:49
1082,ÓLEO DIESEL S-10 (m3),AMAZONAS,6784.232,2013-02-01,m3,2021-11-19 10:40:49
1083,ÓLEO DIESEL S-10 (m3),RORAIMA,1502.7,2013-02-01,m3,2021-11-19 10:40:49
1084,ÓLEO DIESEL S-10 (m3),PARÁ,45383.5,2013-02-01,m3,2021-11-19 10:40:49
1085,ÓLEO DIESEL S-10 (m3),AMAPÁ,748.0,2013-02-01,m3,2021-11-19 10:40:49
1086,ÓLEO DIESEL S-10 (m3),TOCANTINS,13840.95,2013-02-01,m3,2021-11-19 10:40:49
1087,ÓLEO DIESEL S-10 (m3),MARANHÃO,15360.307,2013-02-01,m3,2021-11-19 10:40:49
1088,ÓLEO DIESEL S-10 (m3),PIAUÍ,6632.1,2013-02-01,m3,2021-11-19 10:40:49
1089,ÓLEO DIESEL S-10 (m3),CEARÁ,50888.425,2013-02-01,m3,2021-11-19 10:40:49
1090,ÓLEO DIESEL S-10 (m3),RIO GRANDE DO NORTE,3346.0,2013-02-01,m3,2021-11-19 10:40:49
1091,ÓLEO DIESEL S-10 (m3),PARAÍBA,3090.0,2013-02-01,m3,2021-11-19 10:40:49
1092,ÓLEO DIESEL S-10 (m3),PERNAMBUCO,69172.759,2013-02-01,m3,2021-11-19 10:40:49
